productId,review_count,avg_sentiment,final_sentiment
B0035N3B1E,1,-1.0,negative
B0035XVQF2,1,0.0,neutral
B0036VFWO4,1,1.0,positive
B0036X748E,1,-1.0,negative
B0036Z5HHW,1,0.0,neutral
B0037272UY,1,1.0,positive
B00375LB8K,1,1.0,positive
B00376W6BK,1,0.0,neutral
B0037MVZMA,1,1.0,positive
B0037UW0WQ,1,1.0,positive
B0038A8F0Q,1,1.0,positive
B0038B1DEU,1,0.0,neutral
B00394QWH4,1,-1.0,negative
B0039556K2,1,0.0,neutral
B00395570G,1,0.0,neutral
B00395DVQS,1,0.0,neutral
B0039KERRK,1,1.0,positive
B0039KF3IM,1,1.0,positive
B0039LVLS2,1,1.0,positive
B003A199AI,1,0.0,neutral
B003ANDKOC,1,-1.0,negative
B003ANFMY8,1,-1.0,negative
B003AYEHOI,1,1.0,positive
B003AZ2ECY,1,-1.0,negative
B003C1FI92,1,0.0,neutral
B003C5RLGG,1,-1.0,negative
B003CIBPN8,2,0.0,negative
B003CK2BQG,1,1.0,positive
B003D4F1QS,3,-0.6666666666666666,negative
B003D4IYSU,1,1.0,positive
B003D4MW38,2,0.5,neutral
B003D4MYLS,2,0.0,negative
B003DA54KU,1,1.0,positive
B003DHQ8AS,1,0.0,neutral
B003DMXDGA,1,1.0,positive
B003DNL9W4,1,-1.0,negative
B003DOPI6Q,1,-1.0,negative
B003DVMYUW,1,1.0,positive
B003E5IQW2,1,-1.0,negative
B003E728CE,1,-1.0,negative
B003EH6P9Q,1,0.0,neutral
B003FDC2I2,2,0.0,negative
B003FDG4K4,1,1.0,positive
B003G52BN0,1,1.0,positive
B003GADBYS,1,1.0,positive
B003GBEZBA,1,-1.0,negative
B003GS5FMQ,1,-1.0,negative
B003GTR8IO,1,0.0,neutral
B003GU0ENY,1,-1.0,negative
B003IHO8LY,1,0.0,neutral
B003IHO8NC,1,-1.0,negative
B003JA5KBW,2,-1.0,negative
B003JA5KDU,1,-1.0,negative
B003JA5KKS,2,-1.0,negative
B003JY8JOS,1,-1.0,negative
B003L8J5KY,1,1.0,positive
B003LE6PL0,1,1.0,positive
B003M5XJ12,1,1.0,positive
B003M61F0I,1,0.0,neutral
B003M63C0E,1,-1.0,negative
B003NCEABC,1,1.0,positive
B003NCEB2K,1,1.0,positive
B003NDJ86S,2,0.0,negative
B003NQOV0I,1,-1.0,negative
B003NQQK3E,1,1.0,positive
B003OB2ER4,1,0.0,neutral
B003OZYUEA,1,1.0,positive
B003P02EGU,1,-1.0,negative
B003P9XFY6,1,-1.0,negative
B003PFUNU4,1,-1.0,negative
B003PIQW2E,1,-1.0,negative
B003QDRJXY,1,1.0,positive
B003QNJYXM,1,0.0,neutral
B003QNLUTI,2,0.0,negative
B003QU2LYY,1,1.0,positive
B003QWN6B4,1,1.0,positive
B003R0LKSQ,1,-1.0,negative
B003RF717A,1,-1.0,negative
B003RQK2SO,1,1.0,positive
B003S9C79C,1,1.0,positive
B003S9GWU2,2,0.0,negative
B003SBXJDS,1,0.0,neutral
B003SO2CV0,1,-1.0,negative
B003TC7WN4,3,-0.3333333333333333,negative
B003THQKXM,1,0.0,neutral
B003THTKZC,3,-0.6666666666666666,negative
B003TN6FNG,1,0.0,neutral
B003TNANSO,2,0.5,neutral
B003TO9RSU,1,1.0,positive
B003UDZ6WQ,1,1.0,positive
B003UE2X2G,1,-1.0,negative
B003UH6PG8,1,1.0,positive
B003UHYN0I,2,-1.0,negative
B003UK4RNI,1,-1.0,negative
B003ULE0Y8,1,1.0,positive
B003UW9DY4,1,1.0,positive
B003VIJHY8,1,-1.0,negative
B003VIWN1C,1,-1.0,negative
B003VIWN26,2,1.0,positive
B003VKR0J0,1,0.0,neutral
B003VMDZI8,1,0.0,neutral
B003VN5A1W,1,1.0,positive
B003VXFK44,4,-0.5,negative
B003VXHGDM,4,0.25,positive
B003VXHGE6,3,-0.6666666666666666,negative
B003VXHGPK,7,-0.42857142857142855,negative
B003VXL0V6,3,0.6666666666666666,positive
B003VZCYHI,1,-1.0,negative
B003WAX3H2,1,-1.0,negative
B003X0PU9U,1,1.0,positive
B003XDH6M6,5,0.0,neutral
B003YBH398,1,-1.0,negative
B003YBLF2E,1,0.0,neutral
B003YF1188,1,-1.0,negative
B003YV46WK,1,-1.0,negative
B003Z6W32E,2,-0.5,negative
B003Z6ZGZK,1,1.0,positive
B003ZFG7E0,1,1.0,positive
B003ZNRDRM,1,1.0,positive
B003ZRZN7K,1,1.0,positive
B003ZT25P6,1,-1.0,negative
B003ZT61E2,1,1.0,positive
B004051BLS,1,1.0,positive
B0040IZMBU,1,0.0,neutral
B0040K41MY,2,0.5,neutral
B0040Q0IHA,1,-1.0,negative
B0040WE8NE,1,-1.0,negative
B00412W76S,1,1.0,positive
B0041CIP3M,1,1.0,positive
B0041CIR62,1,-1.0,negative
B0041GEO8S,1,-1.0,negative
B0041NYV8E,4,-0.25,neutral
B0041PEES4,1,1.0,positive
B00427ZLOW,1,1.0,positive
B004303CYO,1,-1.0,negative
B00433GC3E,1,1.0,positive
B004344Q4K,1,0.0,neutral
B00434FQ62,1,-1.0,negative
B00438XVGU,2,0.5,neutral
B0043DAJQ0,1,-1.0,negative
B0043OV02Q,1,-1.0,negative
B0044QZ07Y,1,-1.0,negative
B0044U3T82,1,-1.0,negative
B00451U9Q0,1,1.0,positive
B00451WLYI,3,1.0,positive
B004521SK0,1,0.0,neutral
B0045TDE6E,1,0.0,neutral
B0045TI2HU,1,0.0,neutral
B0045XE32E,3,0.0,negative
B0045Z6K50,1,1.0,positive
B0046GSTUM,1,1.0,positive
B0046KO7JA,1,0.0,neutral
B004728MI4,4,0.25,positive
B004779XNW,1,-1.0,negative
B0047CI0A4,1,1.0,positive
B0047E2I5U,1,1.0,positive
B0047GUM8S,1,1.0,positive
B0047IOZ70,1,1.0,positive
B0047UOVN6,1,1.0,positive
B0048Z6PPM,1,1.0,positive
B004989EGK,1,1.0,positive
B0049ULB78,1,1.0,positive
B0049Z9ANU,1,0.0,neutral
B004AWTR6M,1,0.0,neutral
B004BKLHOS,3,0.3333333333333333,neutral
B004CYLW7A,3,0.6666666666666666,positive
B004DBOPUI,1,0.0,neutral
B004DBT12A,2,-0.5,negative
B004DC9BCO,1,1.0,positive
B004DGET86,1,1.0,positive
B004DN7MI8,1,0.0,neutral
B004E4CCSQ,1,0.0,neutral
B004E4HUMY,1,-1.0,negative
B004EAGP74,3,0.3333333333333333,positive
B004EDZ87Y,1,0.0,neutral
B004EE0TYK,1,-1.0,negative
B004FEJ968,2,0.5,neutral
B004FGWU9O,4,0.5,neutral
B004G5ZYPQ,1,-1.0,negative
B004G5ZYUQ,1,1.0,positive
B004GW6O9E,1,-1.0,negative
B004H1SPIW,1,1.0,positive
B004HOOZEW,1,0.0,neutral
B004HOQE64,1,1.0,positive
B004HOSGWE,1,-1.0,negative
B004HV7MAY,1,1.0,positive
B004I5NB72,1,1.0,positive
B004IREFUM,1,1.0,positive
B004JGQ15E,2,0.5,neutral
B004JGQ16I,1,0.0,neutral
B004JLYHI2,1,1.0,positive
B004JRKEH4,3,0.0,negative
B004JRO1S2,1,0.0,neutral
B004KKXI0K,1,-1.0,negative
B004L5NFT8,1,1.0,positive
B004LK7ICI,1,1.0,positive
B004LLAYA0,1,0.0,neutral
B004M13LU4,1,1.0,positive
B004M1PQKC,1,1.0,positive
B004M1UKB2,1,-1.0,negative
B004M63EI8,1,0.0,neutral
B004MA04LY,1,-1.0,negative
B004MO6NI8,4,-0.5,negative
B004NC9GD8,1,-1.0,negative
B004NNFHMQ,1,0.0,neutral
B004OAZ36I,1,-1.0,negative
B004OQ257C,1,-1.0,negative
B004OQBC8K,1,1.0,positive
B004OV6X6Q,1,0.0,neutral
B004OVATOI,1,-1.0,negative
B004P4POZ8,2,1.0,positive
B004P7QDLY,1,1.0,positive
B004QH1E3K,1,1.0,positive
B004QLZHF2,1,1.0,positive
B004R8J8E0,1,0.0,neutral
B004RYX8UO,1,0.0,neutral
B004RZ63KK,1,-1.0,negative
B004S04X6K,1,1.0,positive
B004S07G46,1,1.0,positive
B004SKZWBK,1,-1.0,negative
B004SNMG3E,1,0.0,neutral
B004SRFYMK,2,-1.0,negative
B004SRH2B6,1,-1.0,negative
B004T3QMD8,1,1.0,positive
B004TGZRJA,1,1.0,positive
B004TH09WE,1,0.0,neutral
B004TJF3BE,1,1.0,positive
B004U43ZO0,1,0.0,neutral
B004U49QU2,3,-0.6666666666666666,negative
B004UC0GIU,1,0.0,neutral
B004VDH5CS,1,-1.0,negative
B004VDLJQQ,1,1.0,positive
B004WSBZAA,2,0.0,neutral
B004X3VRLG,2,0.5,neutral
B004XNBQ5I,1,0.0,neutral
B004YGQPAK,1,0.0,neutral
B004YV80OE,2,0.5,neutral
B004YWHTBS,1,0.0,neutral
B004ZIER34,3,0.0,neutral
B00509LVIQ,1,1.0,positive
B0051COPH6,1,0.0,neutral
B0051WBPHY,3,-1.0,negative
B0052588I4,1,0.0,neutral
B0053PVIG2,1,0.0,neutral
B0054I4LTO,1,0.0,neutral
B005585CUK,1,-1.0,negative
B0057ISDW2,1,0.0,neutral
B0057IWQV6,1,0.0,neutral
B0058AMY5G,2,-1.0,negative
B0058AMY74,2,0.5,neutral
B0058AMYTC,1,-1.0,negative
B0058E60RU,1,1.0,positive
B005A1LJ04,4,0.0,neutral
B005ATI9TK,1,-1.0,negative
B005BHIESC,1,-1.0,negative
B005BPVA3A,1,1.0,positive
B005BUZYTG,1,1.0,positive
B005C4WSEU,1,1.0,positive
B005C5SOSI,1,-1.0,negative
B005CGUUJS,1,-1.0,negative
B005CJVVJ8,1,0.0,neutral
B005CUU23S,2,-0.5,negative
B005CUU25G,1,1.0,positive
B005DFL4PM,2,0.0,negative
B005DVUU06,1,-1.0,negative
B005DXTWP8,1,-1.0,negative
B005F5P4PG,1,-1.0,negative
B005FEJ8TA,1,1.0,positive
B005GBIXZM,1,0.0,neutral
B005GIF5UQ,1,1.0,positive
B005GRCWDU,2,0.0,negative
B005GX00BK,1,1.0,positive
B005GX8MMO,1,1.0,positive
B005GXHKSG,1,0.0,neutral
B005HB4HH4,1,1.0,positive
B005HG9ERW,2,-0.5,negative
B005HG9ESG,5,0.0,neutral
B005HG9ET0,2,-0.5,negative
B005HQPVKQ,1,-1.0,negative
B005HUVI0E,1,-1.0,negative
B005HUVI0Y,1,0.0,neutral
B005HUVI40,1,-1.0,negative
B005I65010,1,0.0,neutral
B005IW4WFY,2,-0.5,negative
B005K4Q1RW,2,-0.5,negative
B005K4Q1W2,1,-1.0,negative
B005K4Q1YA,9,0.1111111111111111,positive
B005K4Q34S,4,-0.25,negative
B005K4Q37A,2,0.0,neutral
B005K4Q4KG,2,0.0,negative
B005K4Q4LK,4,-0.5,negative
B005K4Q68Q,2,0.5,neutral
B005LMCD8E,1,0.0,neutral
B005LXGGH2,2,-0.5,negative
B005MGDPAE,1,1.0,positive
B005MHRGH6,1,1.0,positive
B005OVPK9G,1,0.0,neutral
B005P0EGXC,1,-1.0,negative
B005P0XTD0,1,0.0,neutral
B005PIJQC0,2,0.0,negative
B005PPBEX2,1,-1.0,negative
B005QRPGYW,1,0.0,neutral
B005RGZO2G,1,1.0,positive
B005SPQENY,1,1.0,positive
B005V9UG18,4,0.25,positive
B005VBBSYK,1,1.0,positive
B005VOOKS8,1,-1.0,negative
B005VOOL00,5,0.0,negative
B005VOOLXM,2,0.0,neutral
B005VOOM2W,3,-0.3333333333333333,neutral
B005VOOM5E,1,0.0,neutral
B005VOONGM,1,1.0,positive
B005VOONI0,4,-0.5,negative
B005VOONKI,1,1.0,positive
B005VOONM6,1,1.0,positive
B005XEO112,1,1.0,positive
B005YYFHCS,1,1.0,positive
B005ZBZLPI,1,1.0,positive
B005ZBZLT4,1,0.0,neutral
B005ZBZM52,1,0.0,neutral
B005ZFUB86,1,-1.0,negative
B005ZZHT36,1,0.0,neutral
B0061IUIDY,1,0.0,neutral
B0061PKP9Y,1,0.0,neutral
B0061PPLYI,1,1.0,positive
B0061UQ4ZI,1,0.0,neutral
B0061UQBSS,1,0.0,neutral
B00622CYVS,1,1.0,positive
B0062MZU3W,1,1.0,positive
B00634JM8I,1,0.0,neutral
B0067E2LU0,1,1.0,positive
B006BXUVPY,1,0.0,neutral
B006BXUY2Y,2,0.0,neutral
B006BXUYN8,1,0.0,neutral
B006BXV1H6,1,1.0,positive
B006DQZ064,1,-1.0,negative
B006FUL3XC,1,1.0,positive
B006G1C6K4,1,0.0,neutral
B006GA666U,1,1.0,positive
B006HYLW32,5,-1.0,negative
B006ILRBWU,1,0.0,neutral
B006J4MAIQ,1,1.0,positive
B006J4MAUE,1,1.0,positive
B006MONQMC,6,-0.3333333333333333,neutral
B006MREQ7S,1,1.0,positive
B006N3HZ6K,5,0.6,positive
B006N3I0DM,1,1.0,positive
B006N3I0N2,2,0.0,negative
B006N3I1HM,1,-1.0,negative
B006N3I1QI,1,-1.0,negative
B006N3I2SK,1,-1.0,negative
B006N3I3I4,1,-1.0,negative
B006N3I69A,2,-1.0,negative
B006N3I7S0,2,0.5,neutral
B006N3I84I,1,1.0,positive
B006N3IE6A,4,-0.25,negative
B006N3IG4K,4,0.0,negative
B006Q7YG24,2,0.0,negative
B006Q7YG56,1,1.0,positive
B006QG556Q,1,0.0,neutral
B006VRTQYC,2,-0.5,negative
B006VRTQZG,2,0.0,neutral
B006WW1G8U,1,1.0,positive
B006WYSFZK,1,0.0,neutral
B006Z80ND0,1,0.0,neutral
B006ZZC0FW,1,-1.0,negative
B00723MKY2,1,1.0,positive
B0076MLL12,2,-1.0,negative
B0078Y6OX8,1,1.0,positive
B007EIR478,1,-1.0,negative
B007GYQ6LA,1,-1.0,negative
B007HD66BA,1,-1.0,negative
B007I7YZJK,3,0.3333333333333333,neutral
B007I7Z3Z0,1,1.0,positive
B007JFMH96,1,-1.0,negative
B007JFXWRC,1,1.0,positive
B007JT7AIA,3,0.0,negative
B007JT7ARQ,1,1.0,positive
B007K449CE,1,0.0,neutral
B007KNWU3U,1,-1.0,negative
B007L3NVKU,1,1.0,positive
B007M832YY,4,-0.5,negative
B007M83302,1,0.0,neutral
B007N04BY6,1,1.0,positive
B007OXJK3Y,1,-1.0,negative
B007OXJLR4,1,1.0,positive
B007PA30TG,1,1.0,positive
B007PA32L2,1,-1.0,negative
B007PA33KM,1,1.0,positive
B007PA33NY,3,0.3333333333333333,positive
B007PA34DS,1,-1.0,negative
B007POA176,1,-1.0,negative
B007Q31N3C,1,1.0,positive
B007RLRCLK,1,1.0,positive
B007RTR898,2,1.0,positive
B007RTR89S,2,0.0,negative
B007RTR8AM,1,0.0,neutral
B007RTR8T8,1,-1.0,negative
B007RTR8UM,1,1.0,positive
B007RTR9G0,1,-1.0,negative
B007TGDXMK,1,0.0,neutral
B007TGDXNO,1,0.0,neutral
B007TJGY46,3,0.0,negative
B007TJGY4Q,1,1.0,positive
B007TJGY5K,2,0.0,negative
B007TJGZ0Y,1,-1.0,negative
B007ZI1M48,1,1.0,positive
B007ZI1SKG,1,1.0,positive
B00817GPWQ,1,1.0,positive
B0081XIA1E,1,1.0,positive
B0083QBVEC,1,1.0,positive
B0083QJU0Y,1,1.0,positive
B0083T6HC0,1,1.0,positive
B0085MLY5A,1,-1.0,negative
B008717278,1,0.0,neutral
B0087E9S2M,1,-1.0,negative
B008ADQSRS,1,1.0,positive
B008AV5HLS,1,1.0,positive
B008CTBK7S,1,1.0,positive
B008EG58V8,2,0.0,neutral
B008EM51FA,1,0.0,neutral
B008FHUDW0,1,1.0,positive
B008FHUFAU,1,-1.0,negative
B008FHUGNQ,1,0.0,neutral
B008FHUKE6,2,1.0,positive
B008GRIB0A,1,-1.0,negative
B008GRONV6,1,1.0,positive
B008JKU2CO,3,0.3333333333333333,positive
B008O3G25W,1,0.0,neutral
B008O3G2GG,2,0.0,negative
B008O3G2K2,1,-1.0,negative
B008P18ZYO,1,1.0,positive
B008RWUHA6,1,-1.0,negative
B008RWUKXK,2,0.5,neutral
B008S5KZ9K,1,-1.0,negative
B008UD1WEC,1,-1.0,negative
B0090X8IPM,4,-0.25,negative
B0095KATS4,1,0.0,neutral
B0096EZHM2,1,-1.0,negative
B009E7YC54,1,0.0,neutral
B009RB4GO4,5,-0.4,negative
B009SA5NNW,1,0.0,neutral
